,SUT,Paths,Methods,Operations,Parametric Operations,Parametered Operations,Used Parameters,Distinct Parameters,Parameters Per Operations,Path Depth,Path Depth Variance,Example Rate,Default Rate,Type,Method Count
478,iqualify_v1,74,5,84,74,76,226,68,2.6904761904761907,3.6904761904761907,2.2375283446712024,0.0,0.0752212389380531,"{""string"": {""num"": 188, ""format"": [""date-time"", ""email""]}, ""object"": {""num"": 23, ""format"": []}, ""boolean"": {""num"": 27, ""format"": []}, ""number"": {""num"": 2, ""format"": []}, ""array"": {""num"": 4, ""format"": []}}","{""get"": 48, ""put"": 10, ""delete"": 7, ""post"": 13, ""patch"": 6}"
479,collegefootballdata_4_4_12,51,1,51,44,44,196,41,3.843137254901961,1.9019607843137254,0.441368704344483,0.0,0.05612244897959184,"{""integer"": {""num"": 80, ""format"": []}, ""string"": {""num"": 109, ""format"": []}, ""boolean"": {""num"": 7, ""format"": []}}","{""get"": 51}"
480,azure_sql-ManagedDatabaseSchema_2018-06-01-preview,6,1,6,6,6,42,9,7.0,13.5,2.9166666666666665,0.0,0.0,"{""string"": {""num"": 42, ""format"": []}}","{""get"": 6}"
481,apisetu_cbse_3_0_0,16,1,16,0,16,96,7,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 16, ""format"": []}, ""string"": {""num"": 64, ""format"": [""uuid""]}, ""integer"": {""num"": 16, ""format"": []}}","{""post"": 16}"
482,azure_mysql-PrivateEndpointConnections_2018-06-01,2,4,5,5,5,27,8,5.4,9.8,0.15999999999999998,0.0,0.0,"{""string"": {""num"": 27, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""patch"": 1}"
483,azure_azsadmin-Compute_2015-12-01-preview,1,1,1,1,1,1,1,1.0,3.0,0.0,0.0,1.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
484,azure_compute-containerService_2015-11-01-preview,2,3,4,4,4,19,8,4.75,7.75,0.1875,0.0,0.0,"{""string"": {""num"": 19, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1}"
485,hubapi_marketing_v3,12,5,16,13,16,134,31,8.375,5.5625,0.87109375,0.0,0.0,"{""string"": {""num"": 89, ""format"": [""date-time""]}, ""object"": {""num"": 11, ""format"": []}, ""integer"": {""num"": 29, ""format"": []}, ""boolean"": {""num"": 12, ""format"": []}}","{""post"": 10, ""get"": 3, ""put"": 1, ""delete"": 1, ""patch"": 1}"
486,airport-web_v1,1,1,1,1,1,1,1,1.0,4.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
487,api_sell-compliance_1_4_1,3,2,3,2,3,10,8,3.3333333333333335,1.0,0.0,0.0,0.0,"{""string"": {""num"": 10, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""post"": 1}"
488,nytimes_community_3_0_0,4,1,4,3,3,3,3,0.75,2.0,0.0,0.0,0.0,"{""string"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 4}"
489,apisetu_transportcg_3_0_0,2,1,2,0,2,14,9,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 10, ""format"": [""uuid""]}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2}"
490,wikimedia_1_0_0,35,2,35,33,33,155,27,4.428571428571429,7.542857142857143,5.162448979591837,0.0,0.0,"{""object"": {""num"": 3, ""format"": []}, ""string"": {""num"": 97, ""format"": []}}","{""get"": 32, ""post"": 3}"
491,sportsdata_cbb-v3-stats_1_0,26,1,26,26,26,54,9,2.076923076923077,3.076923076923077,0.7633136094674555,0.0,0.4444444444444444,"{""string"": {""num"": 28, ""format"": []}}","{""get"": 26}"
492,googleapis_homegraph_v1,5,2,5,5,5,123,17,24.6,2.0,0.0,0.0,0.0,"{""string"": {""num"": 92, ""format"": []}, ""boolean"": {""num"": 11, ""format"": []}, ""object"": {""num"": 4, ""format"": []}}","{""post"": 4, ""delete"": 1}"
493,azure_imds_2018-10-01,4,1,4,4,4,15,9,3.75,2.0,0.5,0.0,0.0,"{""string"": {""num"": 6, ""format"": []}}","{""get"": 4}"
494,azure_mixedreality-spatial-anchors_2019-12-02-preview,4,5,8,8,8,36,8,4.5,7.75,1.4375,0.0,0.0,"{""string"": {""num"": 35, ""format"": []}, ""object"": {""num"": 3, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 4, ""put"": 1, ""delete"": 1, ""patch"": 1, ""post"": 1}"
495,azure_azsadmin-DelegatedProvider_2015-11-01,2,1,2,2,2,5,3,2.5,5.5,0.25,0.0,0.4,"{""string"": {""num"": 5, ""format"": []}}","{""get"": 2}"
496,azure_support_2019-05-01-preview,11,4,14,14,14,100,50,7.142857142857143,5.642857142857143,2.372448979591837,0.0,0.0,"{""string"": {""num"": 87, ""format"": [""date-time""]}, ""object"": {""num"": 5, ""format"": []}, ""integer"": {""num"": 3, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 9, ""post"": 2, ""put"": 2, ""patch"": 1}"
497,nexmo_media_1_0_2,3,3,4,1,2,12,12,3.0,1.25,0.6875,1.0,0.3333333333333333,"{""integer"": {""num"": 3, ""format"": []}, ""string"": {""num"": 7, ""format"": []}, ""object"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 2, ""delete"": 1, ""put"": 1}"
498,azure_apimanagement-apimtags_2018-06-01-preview,2,5,6,6,6,38,11,6.333333333333333,9.833333333333334,0.13888888888888887,0.0,0.0,"{""string"": {""num"": 36, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""head"": 1, ""patch"": 1}"
499,apisetu_nationalinsurance_3_0_0,10,1,10,0,10,60,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 10, ""format"": []}, ""string"": {""num"": 40, ""format"": [""uuid""]}, ""integer"": {""num"": 10, ""format"": []}}","{""post"": 10}"
500,fire_1_0,31,4,39,28,34,114,70,2.923076923076923,3.1538461538461537,0.95069033530572,0.7280701754385965,0.0,"{""object"": {""num"": 8, ""format"": []}, ""boolean"": {""num"": 3, ""format"": []}, ""string"": {""num"": 63, ""format"": [""date-time""]}, ""integer"": {""num"": 37, ""format"": []}, ""array"": {""num"": 1, ""format"": []}}","{""get"": 21, ""post"": 14, ""put"": 1, ""delete"": 3}"
501,edrv_v1,36,4,57,42,57,345,91,6.052631578947368,2.8421052631578947,0.44875346260387805,0.0,0.14202898550724638,"{""string"": {""num"": 217, ""format"": [""date-time""]}, ""boolean"": {""num"": 86, ""format"": []}, ""integer"": {""num"": 22, ""format"": []}, ""object"": {""num"": 22, ""format"": []}, ""number"": {""num"": 4, ""format"": []}}","{""get"": 29, ""post"": 14, ""delete"": 6, ""patch"": 8}"
502,npr_sponsorship_2,1,2,2,1,2,14,10,7.0,2.0,0.0,0.0,0.21428571428571427,"{""string"": {""num"": 11, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 1, ""post"": 1}"
503,apisetu_jharsewa_3_0_0,7,1,7,0,7,35,5,5.0,2.0,0.0,0.6,0.0,"{""object"": {""num"": 7, ""format"": []}, ""string"": {""num"": 21, ""format"": [""uuid""]}, ""integer"": {""num"": 7, ""format"": []}}","{""post"": 7}"
504,azure_azsadmin-Drive_2018-10-01,2,1,2,2,2,14,8,7.0,13.5,0.25,0.0,0.14285714285714285,"{""string"": {""num"": 14, ""format"": []}}","{""get"": 2}"
505,apisetu_transportmz_3_0_0,2,1,2,0,2,14,9,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 10, ""format"": [""uuid""]}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2}"
506,azure_cdn-cdnwebapplicationfirewall_2019-06-15-preview,3,4,6,6,6,24,7,4.0,7.333333333333333,1.222222222222222,0.0,0.0,"{""string"": {""num"": 24, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 3, ""put"": 1, ""delete"": 1, ""patch"": 1}"
507,apisetu_pseb_3_0_0,5,1,5,0,5,35,7,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 5, ""format"": []}, ""string"": {""num"": 25, ""format"": [""uuid""]}, ""integer"": {""num"": 5, ""format"": []}}","{""post"": 5}"
508,spectrocoin_1_0_0,1,1,1,0,1,16,16,16.0,2.0,0.0,0.0,0.0,"{""object"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}, ""string"": {""num"": 11, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""post"": 1}"
509,azure_guestconfiguration-guestconfiguration_NotImplemented_2018-06-30-preview,1,1,1,1,1,5,5,5.0,12.0,0.0,0.0,0.0,"{""string"": {""num"": 5, ""format"": []}}","{""delete"": 1}"
510,googleapis_reseller_v1,14,5,17,17,17,503,57,29.58823529411765,6.235294117647059,2.29757785467128,0.0,0.02584493041749503,"{""string"": {""num"": 376, ""format"": []}, ""boolean"": {""num"": 39, ""format"": []}, ""object"": {""num"": 7, ""format"": []}, ""integer"": {""num"": 16, ""format"": []}}","{""post"": 10, ""get"": 4, ""put"": 1, ""patch"": 1, ""delete"": 1}"
511,apisetu_transportar_3_0_0,2,1,2,0,2,14,9,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 10, ""format"": [""uuid""]}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2}"
512,azure_security-securityContacts_2017-08-01-preview,2,4,5,5,5,20,6,4.0,5.8,0.15999999999999998,0.0,0.0,"{""string"": {""num"": 20, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""patch"": 1}"
513,twilio_twilio_routes_v2_1_42_0,3,2,6,6,6,12,5,2.0,3.0,0.0,0.0,0.0,"{""string"": {""num"": 12, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 3, ""post"": 3}"
514,azure_sql-importExport_2014-04-01,3,2,3,3,3,35,14,11.666666666666666,10.666666666666666,1.5555555555555556,0.0,0.08571428571428572,"{""string"": {""num"": 28, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""post"": 2, ""put"": 1}"
515,interzoid_getstateabbreviation_1_0_0,1,1,1,1,1,2,2,2.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 2, ""format"": []}}","{""get"": 1}"
516,apisetu_upmsp_3_0_0,2,1,2,0,2,12,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 2, ""format"": []}, ""string"": {""num"": 8, ""format"": [""uuid""]}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 2}"
517,go-upc_1_0_0,1,1,1,1,1,1,1,1.0,2.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
518,apisetu_csc_3_0_0,1,1,1,0,1,6,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
519,azure_automation-credential_2015-10-31,2,4,5,5,5,32,9,6.4,9.8,0.15999999999999998,0.0,0.0,"{""string"": {""num"": 32, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 2, ""put"": 1, ""delete"": 1, ""patch"": 1}"
520,nytimes_geo_api_1_0_0,1,1,1,1,1,12,12,12.0,1.0,0.0,0.0,0.25,"{""string"": {""num"": 8, ""format"": []}, ""integer"": {""num"": 3, ""format"": []}}","{""get"": 1}"
521,googleapis_firebasedatabase_v1beta,5,3,7,7,7,171,22,24.428571428571427,2.2857142857142856,0.20408163265306126,0.0,0.0,"{""string"": {""num"": 124, ""format"": []}, ""boolean"": {""num"": 16, ""format"": []}, ""object"": {""num"": 4, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""get"": 2, ""delete"": 1, ""post"": 4}"
522,gov_router_2_0_0,12,2,24,24,24,261,15,10.875,1.6666666666666667,0.3888888888888889,0.0,0.7854406130268199,"{""string"": {""num"": 108, ""format"": [""date-time""]}, ""boolean"": {""num"": 44, ""format"": []}, ""integer"": {""num"": 13, ""format"": []}}","{""get"": 12, ""post"": 12}"
523,azure_sql-usages_2018-06-01-preview,1,1,1,1,1,5,5,5.0,9.0,0.0,0.0,0.0,"{""string"": {""num"": 4, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 1}"
524,languagetool_1_1_2,5,2,5,1,4,27,18,5.4,1.4,0.24,0.0,0.037037037037037035,"{""object"": {""num"": 3, ""format"": []}, ""string"": {""num"": 23, ""format"": [""password""]}, ""boolean"": {""num"": 1, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""post"": 3, ""get"": 2}"
525,taggun_1_10_9,13,1,13,0,13,126,26,9.692307692307692,5.0,0.15384615384615385,0.36507936507936506,0.20634920634920634,"{""string"": {""num"": 89, ""format"": [""date-time"", ""binary""]}, ""object"": {""num"": 13, ""format"": []}, ""number"": {""num"": 2, ""format"": []}, ""boolean"": {""num"": 26, ""format"": []}}","{""post"": 13}"
526,azure_sql-databaseVulnerabilityAssessmentScans_2017-10-01-preview,4,2,4,4,4,27,7,6.75,14.25,0.6875,0.0,0.0,"{""string"": {""num"": 23, ""format"": []}}","{""get"": 2, ""post"": 2}"
527,drchrono_v4 (Hunt Valley),131,5,263,262,262,1130,57,4.2965779467680605,2.6463878326996197,0.2970116670762914,0.0,0.0,"{""string"": {""num"": 577, ""format"": []}, ""integer"": {""num"": 553, ""format"": []}}","{""get"": 127, ""post"": 44, ""put"": 37, ""patch"": 38, ""delete"": 17}"
528,azure_azsadmin-StorageSubSystem_2018-10-01,2,1,2,2,2,12,7,6.0,11.5,0.25,0.0,0.16666666666666666,"{""string"": {""num"": 12, ""format"": []}}","{""get"": 2}"
529,sportsdata_mlb-v3-projections_1_0,7,1,7,7,7,13,4,1.8571428571428572,2.857142857142857,0.4081632653061224,0.0,0.5384615384615384,"{""string"": {""num"": 6, ""format"": []}}","{""get"": 7}"
530,apidapp_2019-02-14T164701Z,26,4,54,29,29,31,6,0.5740740740740741,1.8888888888888888,1.0246913580246915,0.0,0.0,"{""string"": {""num"": 31, ""format"": []}}","{""options"": 24, ""post"": 12, ""get"": 17, ""delete"": 1}"
531,quicksold_location_1_0,1,1,1,1,1,2,2,2.0,4.0,0.0,0.0,0.0,"{""string"": {""num"": 2, ""format"": []}}","{""get"": 1}"
532,azure_mysql-PrivateLinkResources_2018-06-01,2,1,2,2,2,9,5,4.5,9.5,0.25,0.0,0.0,"{""string"": {""num"": 9, ""format"": []}}","{""get"": 2}"
533,azure_sql-DatabaseSecurityAlertPolicies_2018-06-01-preview,2,2,3,3,3,20,9,6.666666666666667,11.666666666666666,0.2222222222222222,0.0,0.0,"{""string"": {""num"": 18, ""format"": []}, ""object"": {""num"": 1, ""format"": []}}","{""get"": 2, ""put"": 1}"
534,azure_azurestack-Product_2017-06-01,6,2,6,6,6,36,11,6.0,10.5,0.5833333333333334,0.0,0.16666666666666666,"{""string"": {""num"": 34, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 2, ""post"": 4}"
535,adyen_TfmAPIService_1,5,1,5,0,5,12,6,2.4,1.0,0.0,0.0,0.0,"{""object"": {""num"": 5, ""format"": []}, ""string"": {""num"": 11, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""post"": 5}"
536,azure_azsadmin-Volume_2016-05-01,2,1,2,2,2,14,8,7.0,13.5,0.25,0.0,0.14285714285714285,"{""string"": {""num"": 14, ""format"": []}}","{""get"": 2}"
537,moderatecontent_1_0_0,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,"{""string"": {""num"": 1, ""format"": []}}","{""get"": 1}"
538,azure_apimanagement-apimgroups_2018-06-01-preview,4,5,10,10,10,69,14,6.9,10.6,1.04,0.0,0.0,"{""string"": {""num"": 63, ""format"": []}, ""integer"": {""num"": 4, ""format"": []}, ""object"": {""num"": 2, ""format"": []}}","{""get"": 3, ""put"": 2, ""delete"": 2, ""head"": 2, ""patch"": 1}"
539,mercedes-benz_dealer_1_0,3,1,3,3,3,18,15,6.0,1.3333333333333333,0.2222222222222222,0.0,0.16666666666666666,"{""integer"": {""num"": 5, ""format"": []}, ""array"": {""num"": 1, ""format"": []}, ""string"": {""num"": 7, ""format"": []}, ""number"": {""num"": 2, ""format"": []}}","{""get"": 3}"
540,vtex_Checkout-API_1_0,29,5,32,28,32,294,122,9.1875,5.90625,1.7099609375,0.21428571428571427,0.6598639455782312,"{""string"": {""num"": 217, ""format"": []}, ""boolean"": {""num"": 22, ""format"": []}, ""object"": {""num"": 20, ""format"": []}, ""integer"": {""num"": 49, ""format"": []}, ""number"": {""num"": 6, ""format"": []}, ""array"": {""num"": 4, ""format"": []}}","{""post"": 16, ""get"": 10, ""put"": 4, ""delete"": 1, ""patch"": 1}"
541,azure_monitor-activityLogs_API_2015-04-01,1,1,1,1,1,4,4,4.0,7.0,0.0,0.0,0.0,"{""string"": {""num"": 4, ""format"": []}}","{""get"": 1}"
542,azure_apimanagement-apimproducts_2018-06-01-preview,11,5,25,25,25,168,20,6.72,11.28,0.8416,0.0,0.0,"{""string"": {""num"": 152, ""format"": []}, ""integer"": {""num"": 10, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 9, ""put"": 5, ""delete"": 5, ""head"": 5, ""patch"": 1}"
543,apisetu_edistrictpb_3_0_0,7,1,7,0,7,44,11,6.285714285714286,2.0,0.0,0.6818181818181818,0.0,"{""object"": {""num"": 7, ""format"": []}, ""string"": {""num"": 30, ""format"": [""uuid""]}, ""integer"": {""num"": 7, ""format"": []}}","{""post"": 7}"
544,apisetu_duexam_3_0_0,1,1,1,0,1,6,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
545,sportsdata_nhl-v3-projections_1_0,5,1,5,5,5,10,3,2.0,3.0,0.4,0.0,0.5,"{""string"": {""num"": 5, ""format"": []}}","{""get"": 5}"
546,azure_resources-managedapplications_2016-09-01-preview,8,4,18,18,18,75,11,4.166666666666667,4.722222222222222,10.311728395061728,0.0,0.0,"{""string"": {""num"": 75, ""format"": []}, ""object"": {""num"": 6, ""format"": []}}","{""get"": 8, ""put"": 4, ""delete"": 4, ""patch"": 2}"
547,apisetu_geetanjaliuniv_3_0_0,1,1,1,0,1,7,7,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 5, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
548,googleapis_appsactivity_v1,1,1,1,1,1,21,14,21.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 15, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}, ""boolean"": {""num"": 2, ""format"": []}}","{""get"": 1}"
549,mastercard_SpendingPulse_1_0,4,1,4,4,4,15,9,3.75,1.0,0.0,0.0,0.0,"{""string"": {""num"": 15, ""format"": []}}","{""get"": 4}"
550,apisetu_edistrictodisha_3_0_0,6,1,6,0,6,30,5,5.0,2.0,0.0,0.6,0.0,"{""object"": {""num"": 6, ""format"": []}, ""string"": {""num"": 18, ""format"": [""uuid""]}, ""integer"": {""num"": 6, ""format"": []}}","{""post"": 6}"
551,opendatanetwork_1_0_0,9,1,9,9,9,48,17,5.333333333333333,3.111111111111111,0.3209876543209877,0.0,0.08333333333333333,"{""string"": {""num"": 37, ""format"": []}, ""number"": {""num"": 7, ""format"": []}, ""boolean"": {""num"": 1, ""format"": []}}","{""get"": 9}"
552,mandrillapp_1_0,90,1,90,0,90,303,55,3.3666666666666667,2.0,0.0,0.0,0.0,"{""object"": {""num"": 90, ""format"": []}, ""string"": {""num"": 283, ""format"": []}, ""boolean"": {""num"": 12, ""format"": []}, ""integer"": {""num"": 8, ""format"": []}}","{""post"": 90}"
553,visualstudio_v1,126,5,152,135,148,965,188,6.348684210526316,7.309210526315789,10.095178324099724,0.0,0.002072538860103627,"{""array"": {""num"": 3, ""format"": []}, ""string"": {""num"": 878, ""format"": [""uuid"", ""date-time""]}, ""boolean"": {""num"": 29, ""format"": []}, ""object"": {""num"": 67, ""format"": []}, ""integer"": {""num"": 24, ""format"": []}, ""number"": {""num"": 1, ""format"": []}}","{""post"": 86, ""get"": 30, ""delete"": 13, ""patch"": 6, ""put"": 17}"
554,apisetu_licindia_3_0_0,1,1,1,0,1,7,7,7.0,2.0,0.0,0.7142857142857143,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 5, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
555,apisetu_barti_3_0_0,1,1,1,0,1,5,5,5.0,2.0,0.0,0.6,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 3, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
556,apisetu_gbshse_3_0_0,1,1,1,0,1,6,6,6.0,2.0,0.0,0.6666666666666666,0.0,"{""object"": {""num"": 1, ""format"": []}, ""string"": {""num"": 4, ""format"": [""uuid""]}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 1}"
557,microsoft_cognitiveservices-SpellCheck_1_0,1,1,1,1,1,21,21,21.0,1.0,0.0,0.0,0.0,"{""string"": {""num"": 18, ""format"": []}}","{""post"": 1}"
558,datumbox_1_0,14,1,14,0,14,30,5,2.142857142857143,2.0,0.0,0.0,0.0,"{""object"": {""num"": 14, ""format"": []}, ""string"": {""num"": 29, ""format"": []}, ""integer"": {""num"": 1, ""format"": []}}","{""post"": 14}"
559,gov_open511_1_0_0,4,1,4,4,4,13,10,3.25,1.0,0.0,0.0,1.0,"{""string"": {""num"": 7, ""format"": []}}","{""get"": 4}"
560,azure_windowsiot-WindowsIotServices_2018-02-16-preview,5,5,8,8,8,33,8,4.125,6.5,3.25,0.0,0.0,"{""string"": {""num"": 33, ""format"": []}, ""object"": {""num"": 3, ""format"": []}}","{""get"": 4, ""post"": 1, ""put"": 1, ""delete"": 1, ""patch"": 1}"
561,letmc_reporting_v3-reporting,4,1,4,4,4,20,5,5.0,4.0,0.0,0.0,0.0,"{""string"": {""num"": 12, ""format"": [""date-time""]}, ""integer"": {""num"": 8, ""format"": []}}","{""get"": 4}"
562,googleapis_drive_v2,41,5,74,74,74,2796,264,37.78378378378378,3.0,1.5945945945945945,0.0,0.030042918454935622,"{""boolean"": {""num"": 732, ""format"": []}, ""string"": {""num"": 1798, ""format"": [""date-time"", ""byte"", ""date""]}, ""integer"": {""num"": 66, ""format"": []}, ""object"": {""num"": 28, ""format"": []}, ""number"": {""num"": 44, ""format"": []}}","{""get"": 30, ""post"": 19, ""put"": 8, ""delete"": 11, ""patch"": 6}"
563,azure_web-AppServicePlans_2016-09-01,21,5,29,29,29,165,20,5.689655172413793,9.96551724137931,3.826397146254459,0.0,0.0,"{""boolean"": {""num"": 3, ""format"": []}, ""string"": {""num"": 162, ""format"": []}, ""object"": {""num"": 5, ""format"": []}}","{""get"": 18, ""put"": 3, ""delete"": 3, ""patch"": 2, ""post"": 3}"
564,hsbc_product_2_2_1,8,1,8,4,4,4,1,0.5,4.0,1.0,0.0,0.0,"{""string"": {""num"": 4, ""format"": []}}","{""get"": 8}"
565,googleapis_groupssettings_v1,1,3,3,3,3,169,70,56.333333333333336,1.0,0.0,0.0,0.011834319526627219,"{""string"": {""num"": 155, ""format"": []}, ""boolean"": {""num"": 6, ""format"": []}, ""object"": {""num"": 2, ""format"": []}, ""integer"": {""num"": 2, ""format"": []}}","{""get"": 1, ""put"": 1, ""patch"": 1}"
566,scrapewebsite_0_1,3,1,3,2,2,3,2,1.0,2.0,0.0,0.0,0.0,"{""string"": {""num"": 3, ""format"": []}}","{""get"": 3}"
567,ornl_daymet_1_0_2,4,1,4,4,4,28,6,7.0,1.5,0.25,0.0,0.0,"{""number"": {""num"": 8, ""format"": []}, ""array"": {""num"": 8, ""format"": []}, ""string"": {""num"": 16, ""format"": [""date""]}}","{""get"": 4}"
568,ip2location_1_0,1,1,1,1,1,4,4,4.0,0.0,0.0,0.25,0.0,"{""string"": {""num"": 2, ""format"": []}}","{""get"": 1}"
